Run, Vehicle_Length, Vehicle_Width, Vehicle_Height, Front_Overhang, Front_Planview, Hood_Angle, Approach_Angle, Windscreen_Angle, Greenhouse_Tapering, Backlight_Angle, Decklid_Height, Rearend_tapering, Rear_Overhang, Rear_Diffusor_Angle, Vehicle_Ride_Height, Vehicle_Pitch
290,-6.89366, 46.4547, -55.4895, 36.4264, -15.3037, -12.0808, 29.5398, 92.7736, -53.4294, -76.1918, 35.435, -47.8182, -77.8468, 38.2542, 4.79329, 0.289421
291,-106.894, -3.54529, 94.5105, -26.0736, -52.8037, -37.0808, 12.0398, 17.7736, 96.5706, 148.808, 10.435, -87.8182, -140.347, 13.2542, -20.2067, -0.210579
292,93.1063, 96.4547, -5.48953, 98.9264, 22.1963, 12.9192, -22.9602, -132.226, -3.42943, -1.19182, -39.565, -7.81816, -15.3468, -36.7458, 29.7933, 0.789421
293,243.106, 71.4547, 69.5105, 67.6764, -71.5537, 0.419199, 3.28981, 130.274, 71.5706, -38.6918, -2.06498, -27.8182, 78.4032, -49.2458, -32.7067, 0.539421
294,43.1063, -28.5453, -30.4895, -57.3236, 3.44633, -49.5808, -31.7102, -19.7264, -28.4294, 111.308, 47.935, 52.1818, -46.5968, 0.754154, 17.2933, -0.460579
295,-56.8937, -78.5453, -80.4895, -119.824, -34.0537, 25.4192, 20.7898, -94.7264, -78.4294, 36.3082, 22.935, 12.1818, -109.097, -24.2458, -7.70671, -0.960579
296,143.106, 21.4547, 19.5105, 5.17642, 40.9463, -24.5808, -14.2102, 55.2736, 21.5706, 186.308, -27.065, -67.8182, 15.9032, 25.7542, 42.2933, 0.0394214
297,218.106, 8.95471, -42.9895, -135.449, 69.0713, -30.8308, -36.0852, -113.476, 59.0706, 167.558, 41.685, 2.18184, 62.7782, 19.5042, 11.0433, 0.914421
298,18.1063, -91.0453, 57.0105, -10.4486, -5.92867, 19.1692, -1.08519, 36.5236, -40.9294, 17.5582, -8.31498, -77.8182, -62.2218, -30.4958, -38.9567, -0.0855786
299,-81.8937, 58.9547, 7.01047, -72.9486, -43.4287, -5.8308, -18.5852, -38.4764, -90.9294, -57.4418, -33.315, 42.1818, -124.722, 44.5042, 36.0433, -0.585579
300,118.106, -41.0453, -92.9895, 52.0514, 31.5713, 44.1692, 16.4148, 111.524, 9.07057, 92.5582, 16.685, -37.8182, 0.278151, -5.49585, -13.9567, 0.414421
301,-131.894, -66.0453, -17.9895, 20.8014, -62.1787, 31.6692, -27.3352, 74.0236, 84.0706, 55.0582, -45.815, -57.8182, 94.0282, -17.9958, 23.5433, 0.164421
302,68.1063, 33.9547, 82.0105, -104.199, 12.8213, -18.3308, 7.66481, -75.9764, -15.9294, -94.9418, 4.18502, 22.1818, -30.9718, 32.0042, -26.4567, -0.835579
303,-31.8937, -16.0453, 32.0105, 83.3014, -24.6787, -43.3308, -9.83519, 149.024, -65.9294, 130.058, -20.815, -17.8182, -93.4718, 7.00415, 48.5433, 0.664421
304,168.106, 83.9547, -67.9895, -41.6986, 50.3213, 6.6692, 25.1648, -0.976431, 34.0706, -19.9418, 29.185, 62.1818, 31.5282, -42.9958, -1.45671, -0.335579
305,205.606, -22.2953, 0.760472, -112.011, -10.6162, 3.5442, 14.2273, 64.6486, 52.8206, 120.683, -36.44, 17.1818, -70.0343, -46.1208, -17.0817, 0.101921
306,5.60634, 77.7047, -99.2395, 12.9889, 64.3838, -46.4558, -20.7727, -85.3514, -47.1794, -29.3168, 13.56, -62.8182, 54.9657, 3.87915, 32.9183, -0.898079
307,-94.3937, 27.7047, 50.7605, -49.5111, 26.8838, 28.5442, -38.2727, 139.649, -97.1794, 195.683, -11.44, 57.1818, -7.53435, -21.1208, 7.91829, 0.601921
308,105.606, -72.2953, -49.2395, 75.4889, -48.1162, -21.4558, -3.27269, -10.3514, 2.82057, 45.6832, 38.56, -22.8182, -132.534, 28.8792, -42.0817, -0.398079
309,-144.394, -97.2953, 25.7605, 44.2389, 8.13383, -33.9558, 22.9773, -47.8514, 77.8206, 8.18318, -23.94, -42.8182, -38.7843, 16.3792, -4.58171, -0.648079
310,55.6063, 2.70471, -74.2395, -80.7611, -66.8662, 16.0442, -12.0227, 102.149, -22.1794, 158.183, 26.06, 37.1818, 86.2157, -33.6208, 45.4183, 0.351921
311,-44.3937, -47.2953, 75.7605, -143.261, 45.6338, -8.9558, -29.5227, 27.1486, -72.1794, 83.1832, 1.06002, -2.81816, 23.7157, 41.3792, 20.4183, -0.148079
312,155.606, 52.7047, -24.2395, -18.2611, -29.3662, 41.0442, 5.47731, -122.851, 27.8206, -66.8168, -48.94, -82.8182, -101.284, -8.62085, -29.5817, 0.851921
313,230.606, 40.2047, -86.7395, 91.1139, -1.24117, 34.7942, -16.3977, 8.39857, 65.3206, -85.5668, 19.81, -12.8182, -54.4093, -14.8708, 39.1683, -0.273079
314,30.6063, -59.7953, 13.2605, -33.8861, 73.7588, -15.2058, 18.6023, -141.601, -34.6794, 64.4332, -30.19, 67.1818, 70.5907, 35.1292, -10.8317, 0.726921
315,-69.3937, 90.2047, -36.7395, -96.3861, 36.2588, -40.2058, 1.10231, 83.3986, -84.6794, -10.5668, 44.81, 27.1818, 8.09065, 10.1292, -35.8317, 0.226921
316,130.606, -9.79529, 63.2605, 28.6139, -38.7412, 9.7942, -33.8977, -66.6014, 15.3206, 139.433, -5.18998, -52.8182, -116.909, -39.8708, 14.1683, -0.773079
317,-119.394, -34.7953, -61.7395, -2.63608, 17.5088, -2.7058, -7.64769, -104.101, 90.3206, 101.933, 32.31, -72.8182, -23.1593, 47.6292, -48.3317, 0.976921
318,80.6063, 65.2047, 38.2605, -127.636, -57.4912, 47.2942, 27.3523, 45.8986, -9.67943, -48.0668, -17.69, 7.18184, -148.159, -2.37085, 1.66829, -0.0230786
319,-19.3937, 15.2047, -11.7395, 59.8639, 55.0088, 22.2942, 9.85231, -29.1014, -59.6794, 176.933, -42.69, -32.8182, 39.3407, -27.3708, -23.3317, -0.523079
320,180.606, -84.7953, 88.2605, -65.1361, -19.9912, -27.7058, -25.1477, 120.899, 40.3206, 26.9332, 7.31002, 47.1818, -85.6593, 22.6292, 26.6683, 0.476921
321,189.981, -61.3578, 5.44797, -82.7142, -72.7255, -3.48705, -10.3821, 137.305, 95.0081, 137.089, -9.09623, -84.0682, -111.05, -28.1521, -27.238, -0.913704
322,-10.0187, 38.6422, -94.552, 42.2858, 2.27445, 46.5129, 24.6179, -12.6952, -4.99193, -12.9106, 40.9038, -4.06816, 13.95, 21.8479, 22.762, 0.0862964
323,-110.019, -11.3578, 55.448, -20.2142, -35.2255, 21.5129, 7.11794, -87.6952, -54.9919, -87.9106, 15.9038, -44.0682, -48.55, -3.1521, -2.23796, -0.413704
324,89.9813, 88.6422, -44.552, -145.214, 39.7745, -28.4871, -27.8821, 62.3048, 45.0081, 62.0894, -34.0962, 35.9318, 76.45, 46.8479, 47.762, 0.586296
325,239.981, 63.6422, 30.448, 73.5358, -53.9755, -40.9871, -1.63206, 24.8048, -79.9919, 24.5894, 3.40377, 15.9318, -79.8, 34.3479, -14.738, 0.336296
326,39.9813, -36.3578, -69.552, -51.4642, 21.0245, 9.01295, -36.6321, -125.195, 20.0081, 174.589, -46.5962, -64.0682, 45.2, -15.6521, 35.262, -0.663704
327,-60.0187, -86.3578, 80.448, -113.964, -16.4755, -15.9871, 15.8679, 99.8048, -29.9919, 99.5894, 28.4038, 55.9318, -17.3, -40.6521, 10.262, 0.836296
328,139.981, 13.6422, -19.552, 11.0358, 58.5245, 34.0129, -19.1321, -50.1952, 70.0081, -50.4106, -21.5962, -24.0682, -142.3, 9.3479, -39.738, -0.163704
329,214.981, 1.14221, -82.052, -129.589, -63.3505, 27.7629, 28.9929, 81.0548, -92.4919, -69.1606, 47.1538, 45.9318, -95.425, 3.0979, 29.012, 0.711296
330,14.9813, -98.8578, 17.948, -4.58921, 11.6495, -22.2371, -6.00706, -68.9452, 7.50807, 80.8394, -2.84623, -34.0682, 29.575, -46.9021, -20.988, -0.288704
331,-85.0187, 51.1422, -32.052, -67.0892, -25.8505, -47.2371, -23.5071, -143.945, -42.4919, 5.83943, -27.8462, -74.0682, -32.925, 28.0979, -45.988, -0.788704
332,114.981, -48.8578, 67.948, 57.9108, 49.1495, 2.76295, 11.4929, 6.05482, 57.5081, 155.839, 22.1538, 5.93184, 92.075, -21.9021, 4.01204, 0.211296
333,-135.019, -73.8578, -57.052, 26.6608, -44.6005, -9.73705, -32.2571, -31.4452, -67.4919, 118.339, -40.3462, -14.0682, -64.175, -34.4021, 41.512, -0.0387036
334,64.9813, 26.1422, 42.948, -98.3392, 30.3995, 40.2629, 2.74294, 118.555, 32.5081, -31.6606, 9.65377, 65.9318, 60.825, 15.5979, -8.48796, 0.961296
335,-35.0187, -23.8578, -7.05203, 89.1608, -7.10055, 15.2629, -14.7571, 43.5548, -17.4919, 193.339, -15.3462, 25.9318, -1.67497, -9.4021, -33.488, 0.461296
336,164.981, 76.1422, 92.948, -35.8392, 67.8995, -34.7371, 20.2429, -106.445, 82.5081, 43.3394, 34.6538, -54.0682, -126.675, 40.5979, 16.512, -0.538704
337,202.481, -30.1078, -38.302, -106.152, 6.96195, -37.8621, 9.30544, -40.8202, -98.7419, 183.964, -30.9712, 60.9318, 21.7625, 37.4729, 0.887036, -0.101204
338,2.48134, 69.8922, 61.698, 18.8483, -68.038, 12.1379, -25.6946, 109.18, 1.25807, 33.9644, 19.0288, -19.0682, -103.237, -12.5271, -49.113, 0.898796
339,-97.5187, 19.8922, 11.698, -43.6517, 44.462, -12.8621, 26.8054, 34.1798, -48.7419, -41.0356, -5.97123, -59.0682, 84.2625, -37.5271, 25.887, 0.398796
340,102.481, -80.1078, -88.302, 81.3483, -30.538, 37.1379, -8.19456, -115.82, 51.2581, 108.964, 44.0288, 20.9318, -40.7375, 12.4729, -24.113, -0.601204
341,-147.519, 94.8922, -13.302, 50.0983, 25.712, 24.6379, 18.0554, 146.68, -73.7419, 71.4644, -18.4712, 0.931845, 53.0125, -0.0270963, 13.387, -0.851204
342,52.4813, -5.10779, 86.698, -74.9017, -49.288, -25.3621, -16.9446, -3.32018, 26.2581, -78.5356, 31.5288, -79.0682, -71.9875, 49.9729, -36.613, 0.148796
343,-47.5187, -55.1078, 36.698, -137.402, 63.212, 49.6379, -34.4446, -78.3202, -23.7419, 146.464, 6.52877, 40.9318, -134.487, 24.9729, 38.387, -0.351204
344,152.481, 44.8922, -63.302, -12.4017, -11.788, -0.362051, 0.555436, 71.6798, 76.2581, -3.53557, -43.4712, -39.0682, -9.48747, -25.0271, -11.613, 0.648796
345,227.481, 32.3922, 74.198, 96.9733, 16.337, -6.61205, -21.3196, -97.0702, -86.2419, -22.2856, 25.2788, 30.9318, 37.3875, -31.2771, -42.863, -0.476204
346,27.4813, -67.6078, -25.802, -28.0267, -58.663, 43.3879, 13.6804, 52.9298, 13.7581, 127.714, -24.7212, -49.0682, -87.6125, 18.7229, 7.13704, 0.523796
347,-72.5187, 82.3922, -75.802, -90.5267, 53.837, 18.3879, -3.81956, -22.0702, -36.2419, 52.7144, -49.7212, -89.0682, 99.8875, -6.2771, -17.863, 0.0237964
348,127.481, -17.6078, 24.198, 34.4733, -21.163, -31.6121, -38.8196, 127.93, 63.7581, -97.2856, 0.278768, -9.06816, -25.1125, 43.7229, 32.137, -0.976204
349,-122.519, -42.6078, 99.198, 3.22329, 35.087, -44.1121, -12.5696, 90.4298, -61.2419, 165.214, 37.7788, -29.0682, 68.6375, 31.2229, -30.363, 0.773796
350,77.4813, 57.3922, -0.802028, -121.777, -39.913, 5.88795, 22.4304, -59.5702, 38.7581, 15.2144, -12.2212, 50.9318, -56.3625, -18.7771, 19.637, -0.226204
351,-22.5187, 7.39221, -50.802, 65.7233, 72.587, -19.1121, 4.93044, -134.57, -11.2419, -59.7856, -37.2212, 10.9318, -118.862, -43.7771, -5.36296, -0.726204
352,177.481, -92.6078, 49.198, -59.2767, -2.41305, 30.8879, -30.0696, 15.4298, 88.7581, 90.2144, 12.7788, -69.0682, 6.13753, 6.2229, 44.637, 0.273796
353,196.231, -45.7328, 83.573, -94.433, 42.1182, -20.6746, -0.538314, 48.2423, -1.86693, 10.5269, -20.0337, -11.5682, -44.6437, 4.6604, 36.8245, -0.507454
354,-3.76866, 54.2672, -16.427, 30.567, -32.8818, 29.3254, -35.5383, -101.758, 98.1331, 160.527, 29.9663, 68.4318, 80.3563, -45.3396, -13.1755, 0.492546
355,-103.769, 4.26721, -66.427, -31.933, -70.3818, 4.32545, 16.9617, 123.242, 48.1331, 85.5269, 4.96627, 28.4318, 17.8563, 29.6604, -38.1755, -0.00745356
356,96.2313, -95.7328, 33.573, 93.067, 4.6182, -45.6746, -18.0383, -26.7577, -51.8669, -64.4731, -45.0337, -51.5682, -107.144, -20.3396, 11.8245, 0.992546
357,246.231, 79.2672, -91.427, 61.817, 60.8682, 41.8254, 8.21169, -64.2577, 23.1331, 198.027, -7.53373, -71.5682, -13.3937, -32.8396, 49.3245, 0.742546
358,46.2313, -20.7328, 8.57297, -63.183, -14.1318, -8.17455, -26.7883, 85.7423, -76.8669, 48.0269, 42.4663, 8.43184, -138.394, 17.1604, -0.675464, -0.257454
359,-53.7687, -70.7328, -41.427, -125.683, -51.6318, -33.1746, 25.7117, 10.7423, 73.1331, -26.9731, 17.4663, -31.5682, 49.1063, -7.8396, -25.6755, -0.757454
360,146.231, 29.2672, 58.573, -0.682959, 23.3682, 16.8254, -9.28831, -139.258, -26.8669, 123.027, -32.5337, 48.4318, -75.8937, 42.1604, 24.3245, 0.242546
361,221.231, 16.7672, -3.92703, -141.308, 51.4932, 10.5754, -31.1633, -8.00768, 10.6331, 104.277, 36.2163, -41.5682, -29.0187, 35.9104, -6.92546, -0.882454
362,21.2313, -83.2328, 96.073, -16.308, -23.5068, -39.4246, 3.83669, 141.992, -89.3669, -45.7231, -13.7837, 38.4318, 95.9813, -14.0896, 43.0745, 0.117546
363,-78.7687, 66.7672, 46.073, -78.808, -61.0068, 35.5754, -13.6633, 66.9923, 60.6331, 179.277, -38.7837, -1.56816, 33.4813, -39.0896, 18.0745, -0.382454
364,121.231, -33.2328, -53.927, 46.192, 13.9932, -14.4246, 21.3367, -83.0077, -39.3669, 29.2769, 11.2163, -81.5682, -91.5187, 10.9104, -31.9255, 0.617546
365,-128.769, -58.2328, 21.073, 14.942, 70.2432, -26.9246, -22.4133, -120.508, 35.6331, -8.22307, 48.7163, 58.4318, 2.23128, -1.5896, 5.57454, 0.367546
366,71.2313, 41.7672, -78.927, -110.058, -4.7568, 23.0754, 12.5867, 29.4923, -64.3669, 141.777, -1.28373, -21.5682, -122.769, 48.4104, -44.4255, -0.632454
367,-28.7687, -8.23279, 71.073, 77.442, -42.2568, -1.92455, -4.91331, -45.5077, 85.6331, 66.7769, -26.2837, -61.5682, 64.7313, 23.4104, 30.5745, 0.867546
368,171.231, 91.7672, -28.927, -47.558, 32.7432, 48.0754, -39.9133, 104.492, -14.3669, -83.2231, 23.7163, 18.4318, -60.2687, -26.5896, -19.4255, -0.132454
369,208.731, -14.4828, 39.823, -117.87, -28.1943, 44.9504, 19.1492, -129.883, 4.38307, 57.4019, -41.9087, -26.5682, 88.1688, -29.7146, -35.0505, 0.305046
370,8.73134, 85.5172, -60.177, 7.12954, 46.8057, -5.04955, -15.8508, 20.1173, -95.6169, -92.5981, 8.09127, 53.4318, -36.8312, 20.2854, 14.9495, -0.694954
371,-91.2687, 35.5172, 89.823, -55.3705, 9.3057, -30.0496, -33.3508, -54.8827, 54.3831, 132.402, -16.9087, 13.4318, -99.3312, -4.7146, -10.0505, 0.805046
372,108.731, -64.4828, -10.177, 69.6295, -65.6943, 19.9504, 1.64919, 95.1173, -45.6169, -17.5981, 33.0913, -66.5682, 25.6688, 45.2854, 39.9495, -0.194954
373,-141.269, -89.4828, 64.823, 38.3795, -9.4443, 7.45045, 27.8992, 57.6173, 29.3831, -55.0981, -29.4087, -86.5682, -130.581, 32.7854, -22.5505, -0.444954
374,58.7313, 10.5172, -35.177, -86.6205, 65.5557, -42.5496, -7.10081, -92.3827, -70.6169, 94.9019, 20.5913, -6.56816, -5.58122, -17.2146, 27.4495, 0.555046
375,-41.2687, -39.4828, -85.177, -149.12, 28.0557, 32.4504, -24.6008, 132.617, 79.3831, 19.9019, -4.40873, -46.5682, -68.0812, -42.2146, 2.44954, 0.0550464
376,158.731, 60.5172, 14.823, -24.1205, -46.9443, -17.5496, 10.3992, -17.3827, -20.6169, 169.902, 45.5913, 33.4318, 56.9188, 7.7854, -47.5505, -0.944954
377,233.731, 48.0172, -47.677, 85.2545, -18.8193, -23.7996, -11.4758, 113.867, 16.8831, 151.152, 14.3413, -56.5682, -146.206, 1.5354, 21.1995, -0.0699536
378,33.7313, -51.9828, 52.323, -39.7455, 56.1807, 26.2004, 23.5242, -36.1327, -83.1169, 1.15193, -35.6587, 23.4318, -21.2062, -48.4646, -28.8005, 0.930046
379,-66.2687, 98.0172, 2.32297, -102.245, 18.6807, 1.20045, 6.02419, -111.133, 66.8831, -73.8481, 39.3413, -16.5682, -83.7062, 26.5354, 46.1995, 0.430046
380,133.731, -1.98279, -97.677, 22.7545, -56.3193, -48.7996, -28.9758, 38.8673, -33.1169, 76.1519, -10.6587, 63.4318, 41.2938, -23.4646, -3.80046, -0.569954
381,-116.269, -26.9828, -22.677, -8.49546, -0.0692993, 38.7004, -2.72581, 1.36732, 41.8831, 38.6519, 26.8413, 43.4318, -114.956, -35.9646, 33.6995, -0.819954
382,83.7313, 73.0172, 77.323, -133.495, 74.9307, -11.2996, -37.7258, -148.633, -58.1169, 188.652, -23.1587, -36.5682, 10.0438, 14.0354, -16.3005, 0.180046
383,-16.2687, 23.0172, 27.323, 54.0045, 37.4307, -36.2996, 14.7742, 76.3673, 91.8831, 113.652, -48.1587, -76.5682, -52.4562, -10.9646, -41.3005, -0.319954
384,183.731, -76.9828, -72.677, -70.9955, -37.5693, 13.7004, -20.2258, -73.6327, -8.11693, -36.3481, 1.84127, 3.43184, 72.5438, 39.0354, 8.69954, 0.680046
385,188.419, 34.736, -14.0833, -79.7845, 11.0635, 25.8098, -12.843, -65.4296, -80.7732, 168.73, -6.36186, 17.8068, 59.8485, -36.3552, -18.2536, 0.984734
386,-11.5812, -65.264, 85.9167, 45.2155, -63.9365, -24.1902, 22.157, 84.5704, 19.2268, 18.7301, 43.6381, -62.1932, -65.1515, 13.6448, 31.7464, -0.0152661
387,-111.581, 84.736, 35.9167, -17.2845, 48.5635, -49.1902, 4.657, 9.57044, -30.7732, -56.2699, 18.6381, 57.8068, -127.652, -11.3552, 6.74641, -0.515266
388,88.4188, -15.264, -64.0833, -142.285, -26.4365, 0.809824, -30.343, -140.43, 69.2268, 93.7301, -31.3619, -22.1932, -2.65154, 38.6448, -43.2536, 0.484734
389,238.419, -40.264, 10.9167, 76.4655, 29.8135, -11.6902, -4.093, 122.07, -55.7732, 56.2301, 6.13814, -42.1932, 91.0985, 26.1448, -5.75359, 0.234734
390,38.4188, 59.736, -89.0833, -48.5345, -45.1865, 38.3098, -39.093, -27.9296, 44.2268, -93.7699, -43.8619, 37.8068, -33.9015, -23.8552, 44.2464, -0.765266
391,-61.5812, 9.73596, 60.9167, -111.035, 67.3135, 13.3098, 13.407, -102.93, -5.77318, 131.23, 31.1381, -2.19316, -96.4015, -48.8552, 19.2464, 0.734734
392,138.419, -90.264, -39.0833, 13.9655, -7.68649, -36.6902, -21.593, 47.0704, 94.2268, -18.7699, -18.8619, -82.1932, 28.5985, 1.14478, -30.7536, -0.265266
393,213.419, 97.236, 98.4167, -126.66, 20.4385, -42.9402, 26.532, -121.68, -68.2732, -37.5199, 49.8881, -12.1932, 75.4735, -5.10522, 37.9964, 0.609734
394,13.4188, -2.76404, -1.58328, -1.65952, -54.5615, 7.05982, -8.468, 28.3204, 31.7268, 112.48, -0.111857, 67.8068, -49.5265, 44.8948, -12.0036, -0.390266
395,-86.5812, -52.764, -51.5833, -64.1595, 57.9385, -17.9402, -25.968, -46.6796, -18.2732, 37.4801, -25.1119, 27.8068, -112.027, 19.8948, -37.0036, -0.890266
396,113.419, 47.236, 48.4167, 60.8405, -17.0615, 32.0598, 9.032, 103.32, 81.7268, 187.48, 24.8881, -52.1932, 12.9735, -30.1052, 12.9964, 0.109734
397,-136.581, 22.236, -76.5833, 29.5905, 39.1885, 19.5598, -34.718, 65.8204, -43.2732, 149.98, -37.6119, -72.1932, -143.277, -42.6052, -49.5036, -0.140266
398,63.4188, -77.764, 23.4167, -95.4095, -35.8115, -30.4402, 0.281999, -84.1796, 56.7268, -0.0199437, 12.3881, 7.80684, -18.2765, 7.39478, 0.496411, 0.859734
399,-36.5812, 72.236, -26.5833, 92.0905, -73.3115, 44.5598, -17.218, 140.82, 6.72682, -75.0199, -12.6119, -32.1932, -80.7765, -17.6052, -24.5036, 0.359734
400,163.419, -27.764, 73.4167, -32.9095, 1.68851, -5.44018, 17.782, -9.17956, -93.2732, 74.9801, 37.3881, 47.8068, 44.2235, 32.3948, 25.4964, -0.640266
401,200.919, 65.986, -57.8333, -103.222, -59.249, -8.56518, 6.8445, 56.4454, -74.5232, -84.3949, -28.2369, 2.80684, -57.339, 29.2698, 9.87141, -0.202766
402,0.918841, -34.014, 42.1667, 21.778, 15.751, 41.4348, -28.1555, -93.5546, 25.4768, 65.6051, 21.7631, -77.1932, 67.661, -20.7302, -40.1286, 0.797234
403,-99.0812, -84.014, -7.83328, -40.722, -21.749, 16.4348, 24.3445, 131.445, -24.5232, -9.39494, -3.23686, 42.8068, 5.16096, -45.7302, 34.8714, 0.297234
404,100.919, 15.986, 92.1667, 84.278, 53.251, -33.5652, -10.6555, -18.5546, 75.4768, 140.605, 46.7631, -37.1932, -119.839, 4.26978, -15.1286, -0.702766
405,-149.081, -9.01404, -32.8333, 53.028, -40.499, -46.0652, 15.5945, -56.0546, -49.5232, 103.105, -15.7369, -57.1932, -26.089, -8.23022, 22.3714, -0.952766
406,50.9188, 90.986, 67.1667, -71.972, 34.501, 3.93482, -19.4055, 93.9454, 50.4768, -46.8949, 34.2631, 22.8068, 98.911, 41.7698, -27.6286, 0.0472339
407,-49.0812, 40.986, 17.1667, -134.472, -2.99899, -21.0652, -36.9055, 18.9454, 0.476819, 178.105, 9.26314, -17.1932, 36.411, 16.7698, 47.3714, -0.452766
408,150.919, -59.014, -82.8333, -9.47202, 72.001, 28.9348, -1.9055, -131.055, -99.5232, 28.1051, -40.7369, 62.8068, -88.589, -33.2302, -2.62859, 0.547234
409,225.919, -71.514, 54.6667, 99.903, -49.874, 22.6848, -23.7805, 0.195444, -62.0232, 9.35506, 28.0131, -27.1932, -41.714, -39.4802, -33.8786, -0.577766
410,25.9188, 28.486, -45.3333, -25.097, 25.126, -27.3152, 11.2195, -149.805, 37.9768, 159.355, -21.9869, 52.8068, 83.286, 10.5198, 16.1214, 0.422234
411,-74.0812, -21.514, -95.3333, -87.597, -12.374, 47.6848, -6.2805, 75.1954, -12.0232, 84.3551, -46.9869, 12.8068, 20.786, -14.4802, -8.87859, -0.0777661
412,125.919, 78.486, 4.66672, 37.403, 62.626, -2.31518, 28.7195, -74.8046, 87.9768, -65.6449, 3.01314, -67.1932, -104.214, 35.5198, 41.1214, 0.922234
413,-124.081, 53.486, 79.6667, 6.15298, -31.124, -14.8152, -15.0305, -112.305, -37.0232, 196.855, 40.5131, -87.1932, -10.464, 23.0198, -21.3786, 0.672234
414,75.9188, -46.514, -20.3333, -118.847, 43.876, 35.1848, 19.9695, 37.6954, 62.9768, 46.8551, -9.48686, -7.19316, -135.464, -26.9802, 28.6214, -0.327766
415,-24.0812, -96.514, -70.3333, 68.653, 6.37601, 10.1848, 2.4695, -37.3046, 12.9768, -28.1449, -34.4869, -47.1932, 52.036, 48.0198, 3.62141, -0.827766
416,175.919, 3.48596, 29.6667, -56.347, -68.624, -39.8152, -32.5305, 112.695, -87.0232, 121.855, 15.5131, 32.8068, -72.964, -1.98022, -46.3786, 0.172234
417,194.669, 50.361, 64.0417, -91.5033, -24.0927, 8.62232, -2.99925, 145.508, 22.3518, 42.1676, -17.2994, -69.6932, -123.745, -3.54272, 45.8089, -0.609016
418,-5.33116, -49.639, -35.9583, 33.4967, 50.9073, -41.3777, -37.9993, -4.49206, -77.6482, 192.168, 32.7006, 10.3068, 1.25471, 46.4573, -4.19109, 0.390984
419,-105.331, -99.639, -85.9583, -29.0033, 13.4073, 33.6223, 14.5007, -79.4921, 72.3518, 117.168, 7.70064, -29.6932, -61.2453, 21.4573, -29.1911, -0.109016
420,94.6688, 0.36096, 14.0417, 95.9967, -61.5927, -16.3777, -20.4993, 70.5079, -27.6482, -32.8324, -42.2994, 50.3068, 63.7547, -28.5427, 20.8089, 0.890984
421,244.669, -24.639, 89.0417, 64.7467, -5.34274, -28.8777, 5.75075, 33.0079, 47.3518, -70.3324, -4.79936, 30.3068, -92.4953, -41.0427, -41.6911, 0.640984
422,44.6688, 75.361, -10.9583, -60.2533, 69.6573, 21.1223, -29.2493, -116.992, -52.6482, 79.6676, 45.2006, -49.6932, 32.5047, 8.95728, 8.30891, -0.359016
423,-55.3312, 25.361, -60.9583, -122.753, 32.1573, -3.87768, 23.2507, 108.008, 97.3518, 4.66756, 20.2006, -89.6932, -29.9953, -16.0427, -16.6911, -0.859016
424,144.669, -74.639, 39.0417, 2.24673, -42.8427, 46.1223, -11.7493, -41.9921, -2.64818, 154.668, -29.7994, -9.69316, 95.0047, 33.9573, 33.3089, 0.140984
425,219.669, -87.139, -23.4583, -138.378, -14.7177, 39.8723, -33.6243, 89.2579, 34.8518, 135.918, 38.9506, 60.3068, -108.12, 27.7073, 2.05891, -0.984016
426,19.6688, 12.861, 76.5417, -13.3783, 60.2823, -10.1277, 1.37575, -60.7421, -65.1482, -14.0824, -11.0494, -19.6932, 16.8797, -22.2927, -47.9411, 0.0159839
427,-80.3312, -37.139, 26.5417, -75.8783, 22.7823, -35.1277, -16.1243, -135.742, 84.8518, -89.0824, -36.0494, -59.6932, -45.6203, -47.2927, 27.0589, -0.484016
428,119.669, 62.861, -73.4583, 49.1217, -52.2177, 14.8723, 18.8757, 14.2579, -15.1482, 60.9176, 13.9506, 20.3068, 79.3797, 2.70728, -22.9411, 0.515984
429,-130.331, 37.861, 1.54172, 17.8717, 4.03226, 2.37232, -24.8743, -23.2421, 59.8518, 23.4176, -48.5494, 0.306845, -76.8703, -9.79272, 14.5589, 0.265984
430,69.6688, -62.139, -98.4583, -107.128, -70.9677, -47.6277, 10.1257, 126.758, -40.1482, 173.418, 1.45064, -79.6932, 48.1297, 40.2073, -35.4411, -0.734016
431,-30.3312, 87.861, 51.5417, 80.3717, 41.5323, 27.3723, -7.37425, 51.7579, -90.1482, 98.4176, -23.5494, 40.3068, -14.3703, 15.2073, 39.5589, 0.765984
432,169.669, -12.139, -48.4583, -44.6283, -33.4677, -22.6277, 27.6257, -98.2421, 9.85182, -51.5824, 26.4506, -39.6932, -139.37, -34.7927, -10.4411, -0.234016
433,207.169, 81.611, 20.2917, -114.941, 55.5948, -25.7527, 16.6882, -32.6171, 28.6018, 89.0426, -39.1744, -84.6932, 9.06721, -37.9177, -26.0661, 0.203484
434,7.16884, -18.389, -79.7083, 10.0592, -19.4052, 24.2473, -18.3118, 117.383, -71.3982, -60.9574, 10.8256, -4.69316, -115.933, 12.0823, 23.9339, -0.796516
435,-92.8312, -68.389, 70.2917, -52.4408, -56.9052, -0.752676, -35.8118, 42.3829, 78.6018, 164.043, -14.1744, -44.6932, 71.5672, -12.9177, -1.06609, 0.703484
